type,doi,title,journal,year
OA(可免费),10.64898/2026.06.10.730433,Internal decay in living trees: a quantitative tomography framework and its appl,,
OA(可免费),10.64898/2026.06.10.731275,Regulatory landscape of widespread stop codon readthrough in Drosophila,,
OA(可免费),10.64898/2026.06.11.731395,Unraveling candidate genomic regions responsible for delayed post-harvest deteri,,
OA(可免费),10.64898/2026.06.11.731538,"The ENIGMA-PD-WML Pipeline: A Containerized, User-Friendly Approach for Accurate",,
OA(可免费),10.64898/2026.06.11.731719,<i>Xist</i> expression in male <i>Peromyscus leucopus</i> is associated with res,,
OA(可免费),10.64898/2026.06.11.731752,Deep Cellular and Spatial Profiling of the Mouse Spinal Cord Reveals Sex-Specifi,,
OA(可免费),10.64898/2026.06.12.731621,Extracranial lymphatic-venous anastomosis remodels the choroid plexus-vascular a,,
OA(可免费),10.64898/2026.06.12.732001,DNA 6mA marks transcriptionally active chromatin in malaria parasites,,
OA(可免费),10.64898/2026.06.13.727340,Mtf2 Safeguards Naive Pluripotency by Restricting Trophectoderm Competence,,
OA(可免费),10.64898/2026.06.15.731445,Benchmarking gene expression reconstruction from single-cell latent representati,,
OA(可免费),10.64898/2026.06.15.732404,FORGE-KI: A Modular Framework for Endogenous Knock-In Engineering Across HDR and,,
OA(可免费),10.64898/2026.06.16.732047,An in vitro regeneration system with efficient rooting in sweet orange (Citrus s,,
OA(可免费),10.64898/2026.06.16.732522,Single-cell chromatin tracing reveals multimodal molecular programs during memor,,
OA(可免费),10.64898/2026.06.16.732612,Identification and molecular characterization of a novel TYLCV isolate breaking,,
OA(可免费),10.64898/2026.06.16.732617,Multimodal Hypersampling of the adult human heart resolves tissue-specific cell,,
OA(可免费),10.64898/2026.06.16.732632,Phytoplasma mediated transcriptional changes in poinsettia buds suggest MAF3 and,,
OA(可免费),10.64898/2026.06.16.732687,"RNA virus-mediated metabolic reprogramming in a bloom-forming, marine diatom",,
OA(可免费),10.66606/ieti2025v1n103,Bio-Hybrid Plant-Inspired Soft Robot with Self-Healing and Growth-Like Motion fo,,
OA(可免费),10.70609/g-tech.v10i3.10300,Germination of Expired Spinach (Amaranthus hybridus L.) Seeds with Various Cocon,,
OA(可免费),10.71005/458kdy25,Integrated Bioinformatics and Machine Learning Analysis Identifies MT1F as a Pot,,
OA(可免费),10.71454/pa.004.06.0309,Antileishmanial and Antibacterial Activities of Aminobenzothiazole Sulfonamides,,
OA(可免费),10.71454/pa.004.06.0309a,Integrated Ecological Strategies for the Management of Fruit Flies (&lt;i&gt;Bac,,
OA(可免费),10.71454/pa.004.06.0311,Correlation and Regression Analysis for Yield and its Associated Traits in Hexap,,
OA(可免费),10.7554/elife.109886.2,A systematic interactome of SET1C expands its functional landscape and identifie,,
OA(可免费),10.7717/peerj.21508,Decoding aging clocks from a metabolomic perspective,,
OA(可免费),10.9734/ajess/2026/v52i73218,"Self-reported Digital Literacy among Female Service-sector Workers in Semarang,",,
OA(可免费),10.9734/aprj/2026/v14i3377,Efficient Micropropagation System for Tuberose (Polianthes tuberosa L.) from Cor,,
OA(可免费),10.9787/pbb.2026.14.152,Beyond Productivity: CRISPR-Based Genome Editing for High-Value and Well-being T,,
OA(可免费),10.1111/nph.70232,Single-cell transcriptomes reveal spatiotemporal heat stress response in pearl m,,
OA(可免费),10.1080/15592324.2015.1011949,Cortex proliferation in the root is a protective mechanism against abiotic stres,,
OA(可免费),10.1016/S0014-5793(00)01675-6,化学抑制剂：植物细胞周期研究的工具,,
OA(可免费),10.1016/S0092-8674(00)80115-4,稻草人基因调节不对称的细胞分裂，这对于产生桡骨,,
OA(可免费),10.1016/S0092-8674(00)81536-6,狼人是拟南芥中的MYB相关蛋白，是表皮细胞的位置依赖性调节因子,,
OA(可免费),10.1016/S0960-9822(98)70176-9,根表皮中的位置信息在胚胎发育过程中定义，并在,,
OA(可免费),10.1093/plcell/koac047,玉米单核转录组全面描述了控制moveme的信号网络,,
OA(可免费),10.1146/annurev-arplant-042817-040549,分生组织大小的控制。,,
OA(可免费),10.4028/b-XDTcg5,第十二届国际材料科学与工程年会（ ICMSE ）,,
OA(可免费),10.1093/bib/bbz096,单细胞RNA测序数据集的单细胞分类器的评估。,,
OA(可免费),10.1093/bioinformatics/btp324,使用Burrows-Wheeler变换进行快速准确的短读对齐。,,
OA(可免费),10.1093/bioinformatics/btp352,序列对齐/映射格式和SAMtools。,,
OA(可免费),10.1093/bioinformatics/btq033,BEDTools ：用于比较基因组特征的灵活实用程序套件。,,
OA(可免费),10.1093/bioinformatics/btr330,变体调用格式和VCFtools。,,
OA(可免费),10.1093/bioinformatics/btw354,MultiQC ：在单个报告中汇总多个工具和样品的分析结果。,,
OA(可免费),10.1093/bioinformatics/btx194,SCODE ：一种来自单细胞RNA-Seq的有效调控网络推断算法，在不同的,,
OA(可免费),10.1093/bioinformatics/btz701,scDAPA ：从单细胞RNA-seq检测和可视化动态替代多聚腺苷酸化,,
OA(可免费),10.1242/dev.01186,拟南芥的不对称叶片发育和叶片扩张由KANADI和YABBY ACTI介导,,
OA(可免费),10.1242/dev.019349,ACAULIS5通过预防细胞过早死亡来控制拟南芥木质部规格。,,
OA(可免费),10.1242/dev.136283,拟南芥侧根的出现依赖于生长素的转录因子LBD29调节,,
OA(可免费),10.1242/dev.198614,Developmental single-cell transcriptomics in the Lytechinus variegatus sea urchi,,
OA(可免费),10.1002/dvdy.10239,Regeneration or scarring: an immunologic perspective.,,
OA(可免费),10.7554/eLife.03271,Irreversible fate commitment in the Arabidopsis stomatal lineage requires a FAMA,,
OA(可免费),10.7554/eLife.26792.024,created: 2026-05-28,,
OA(可免费),10.1093/jxb/erm335,Roles of the bundle sheath cells in leaves of C3 plants.,,
OA(可免费),10.3389/fpls.2022.914635,Deciphering the Multi-Chromosomal Mitochondrial Genome of <i>Populus simonii</i>,,
OA(可免费),10.1101/gad.1819909,Signals and prepatterns: new insights into organ polarity in plants.,,
OA(可免费),10.1101/gad.305504,Mosaic analyses using marked activation and deletion clones dissect Arabidopsis,,
OA(可免费),10.1186/gb-2008-9-9-r137,Model-based analysis of ChIP-Seq (MACS).,,
OA(可免费),10.1534/genetics.104.033142,"Reversible histone acetylation and deacetylation mediate genome-wide, promoter-d",,
OA(可免费),10.1534/genetics.114.164350,fastSTRUCTURE: variational inference of population structure in large SNP data s,,
OA(可免费),10.1093/gigascience/giab008,Twelve years of SAMtools and BCFtools.,,
OA(可免费),10.1093/nar/gkad521,Spatially resolved transcriptomic analysis of the germinating barley grain.,,
OA(可免费),10.1093/nar/gkh340,MUSCLE: multiple sequence alignment with high accuracy and high throughput.,,
OA(可免费),10.1093/nar/gkr591,Measuring cell identity in noisy biological systems.,,
OA(可免费),10.1093/nar/gku555,Single-cell RNA-seq: advances and future challenges.,,
OA(可免费),10.1093/nar/gkx382,"agriGO v2.0: a GO analysis toolkit for the agricultural community, 2017 update.",,
OA(可免费),10.1093/nar/gkz781,Cell-type-specific analysis of alternative polyadenylation using single-cell tra,,
OA(可免费),10.1101/gr.210757.116,Genome-wide dynamics of alternative polyadenylation in rice.,,
OA(可免费),10.1101/gr.271346.120,Analysis of alternative polyadenylation from single-cell RNA-seq using scDaPars,,
OA(可免费),10.3390/ijms25147668,Genome-Wide Analysis of the WOX Family and Its Expression Pattern in Root Develo,,
OA(可免费),10.1111/j.1365-313X.2008.03641.x,The DOF transcription factor OBP1 is involved in cell cycle regulation in Arabid,,
OA(可免费),10.1111/j.1365-313X.2009.04086.x,The development of Arabidopsis as a model plant.,,
OA(可免费),10.1016/j.ccell.2020.06.012,Emergence of a High-Plasticity Cell State during Lung Cancer Evolution.,,
OA(可免费),10.1016/j.cell.2008.02.001,Plant stem cell niches: standing the test of time.,,
OA(可免费),10.1016/j.cell.2009.04.018,BASL controls asymmetric cell division in Arabidopsis.,,
OA(可免费),10.1016/j.cell.2014.01.020,Nonstochastic reprogramming from a privileged somatic cell state.,,
OA(可免费),10.1016/j.cell.2015.05.002,Highly Parallel Genome-wide Expression Profiling of Individual Cells Using Nanol,,
OA(可免费),10.1016/j.cell.2016.04.038,Cistrome and Epicistrome Features Shape the Regulatory DNA Landscape.,,
OA(可免费),10.1016/j.cell.2016.04.046,Root Regeneration Triggers an Embryo-like Sequence Guided by Hormonal Interactio,,
OA(可免费),10.1016/j.cell.2019.01.006,Optimal-Transport Analysis of Single-Cell Gene Expression Identifies Development,,
OA(可免费),10.1016/j.cell.2019.03.006,A Jasmonate Signaling Network Activates Root Stem Cells and Promotes Regeneratio,,
OA(可免费),10.1016/j.cell.2019.04.015,Re-activation of Stem Cell Pathways for Pattern Restoration in Plant Wound Heali,,
OA(可免费),10.1016/j.cell.2020.07.032,Genome-Scale Imaging of the 3D Organization and Transcriptional Activity of Chro,,
OA(可免费),10.1016/j.cell.2022.04.003,Spatiotemporal transcriptomic atlas of mouse organogenesis using DNA nanoball-pa,,
OA(可免费),10.1016/j.celrep.2014.06.033,A genome-scale resource for the functional characterization of Arabidopsis trans,,
OA(可免费),10.1016/j.celrep.2019.06.041,Molecular Mechanisms Driving Switch Behavior in Xylem Cell Differentiation.,,
OA(可免费),10.1016/j.cels.2017.08.009,Stem Cell Differentiation as a Non-Markov Stochastic Process.,,
OA(可免费),10.1016/j.crstbi.2024.100136,Structure-function analyses reveal <i>Arabidopsis thaliana</i> HDA7 to be an ina,,
OA(可免费),10.1016/j.cub.2015.12.047,Rules and Self-Organizing Properties of Post-embryonic Plant Organ Cell Division,,
OA(可免费),10.1016/j.cub.2016.07.070,Plant Stem Cells.,,
OA(可免费),10.1016/j.cub.2017.03.014,Strigolactone- and Karrikin-Independent SMXL Proteins Are Central Regulators of,,
OA(可免费),10.1016/j.devcel.2011.06.016,The cellular basis for animal regeneration.,,
OA(可免费),10.1016/j.devcel.2012.12.013,A bHLH complex controls embryonic vascular tissue establishment and indeterminat,,
OA(可免费),10.1016/j.devcel.2015.01.025,"Transcriptome dynamics of the stomatal lineage: birth, amplification, and termin",,
OA(可免费),10.1016/j.devcel.2020.07.003,Chromatin Accessibility Dynamics and a Hierarchical Transcriptional Regulatory N,,
OA(可免费),10.1016/j.devcel.2022.01.013,Plant glutamate receptors mediate a bet-hedging strategy between regeneration an,,
OA(可免费),10.1016/j.devcel.2022.04.011,The single-cell stereo-seq reveals region-specific cell subtypes and transcripto,,
OA(可免费),10.1016/j.devcel.2022.07.017,Mechanical conflict caused by a cell-wall-loosening enzyme activates de novo sho,,
OA(可免费),10.1016/j.devcel.2024.12.019,Glutathione accelerates the cell cycle and cellular reprogramming in plant regen,,
OA(可免费),10.1016/j.gecco.2024.e02863,Responses of belowground fine root biomass and morphology in Robinia pseudoacaci,,
OA(可免费),10.1016/j.molcel.2015.05.005,Advances and applications of single-cell sequencing technologies.,,
OA(可免费),10.1016/j.molcel.2018.07.022,A Growing Toolbox to Image Gene Expression in Single Cells: Sensitive Approaches,,
OA(可免费),10.1016/j.molp.2020.10.012,Single-Cell Transcriptome Analysis in Plants: Advances and Challenges.,,
OA(可免费),10.1016/j.molp.2022.10.016,MINI-EX: Integrative inference of single-cell gene regulatory networks in plants,,
OA(可免费),10.1016/j.molp.2022.10.019,Differentiation trajectories and biofunctions of symbiotic and un-symbiotic fate,,
OA(可免费),10.1016/j.molp.2022.10.021,Cell-specific pathways recruited for symbiotic nodulation in the Medicago trunca,,
OA(可免费),10.1016/j.plantsci.2019.01.011,Review: New sensors and data-driven approaches-A path to next generation phenomi,,
OA(可免费),10.1016/j.tplants.2018.07.004,Deep Learning for Plant Stress Phenotyping: Trends and Future Perspectives.,,
OA(可免费),10.1016/j.tplants.2019.10.008,Single-Cell Transcriptomics: A High-Resolution Avenue for Plant Functional Genom,,
OA(可免费),10.1016/j.tplants.2021.08.016,Crafting a blueprint for single-cell RNA sequencing.,,
OA(可免费),10.1016/j.xplc.2020.100136,Developmental and genomic architecture of plant embryogenesis: from model plant,,
OA(可免费),10.1016/j.xplc.2022.100508,"Single-cell and spatial multi-omics in the plant sciences: Technical advances, a",,
OA(可免费),10.1016/j.xplc.2024.100984,Single-cell transcriptome atlases of soybean root and mature nodule reveal new r,,
OA(可免费),10.1074/jbc.M207570200,Cell cycle-regulated gene expression in Arabidopsis.,,
OA(可免费),10.1074/jbc.M409024200,"Curcumin, a novel p300/CREB-binding protein-specific inhibitor of acetyltransfer",,
OA(可免费),10.1093/plphys/kiad030,Alternative 3'-untranslated regions regulate high-salt tolerance of Spartina alt,,
OA(可免费),10.1093/plcell/koac167,Leaf cell-specific and single-cell transcriptional profiling reveals a role for,,
OA(可免费),10.1093/plcell/koad255,Transcriptional activation by WRKY23 and derepression by removal of bHLH041 coor,,
OA(可免费),10.1093/aob/mcz160,The SAUR41 subfamily of SMALL AUXIN UP RNA genes is abscisic acid inducible to m,,
OA(可免费),10.1093/molbev/msw054,MEGA7: Molecular Evolutionary Genetics Analysis Version 7.0 for Bigger Datasets.,,
OA(可免费),10.1038/nature07597,Organ regeneration does not require a functional stem cell niche in plants.,,
OA(可免费),10.1038/nmeth.4463,SCENIC: single-cell regulatory network inference and clustering.,,
OA(可免费),10.1111/nph.70160,Single-cell multiome reveals root hair-specific responses to salt stress.,,
OA(可免费),10.1111/nph.70220,Exploring the untapped potential of single-cell and spatial omics in plant biolo,,
OA(可免费),10.1111/pbi.13696,The wheat AGL6-like MADS-box gene is a master regulator for floral organ identit,,
OA(可免费),10.1111/pbi.13893,PlantPhoneDB: A manually curated pan-plant database of ligand-receptor pairs inf,,
OA(可免费),10.1111/pbi.14306,ScRNA-seq reveals dark- and light-induced differentially expressed gene atlases,,
OA(可免费),10.1111/pce.12691,Joint genetic and network analyses identify loci associated with root growth und,,
OA(可免费),10.1093/pcp/pcu020,A unique HEAT repeat-containing protein SHOOT GRAVITROPISM6 is involved in vacuo,,
OA(可免费),10.1093/pnasnexus/pgad002,Histone deacetylation regulates de novo shoot regeneration.,,
OA(可免费),10.1093/aobpla/plab056,RhizoVision Explorer: open-source software for root image analysis and measureme,,
OA(可免费),10.3390/plants13213108,Plant Growth Regulators: An Overview of WOX Gene Family.,,
OA(可免费),10.3390/plants9050615,Gravity-Sensing Tissues for Gravitropism Are Required for,,
OA(可免费),10.1073/pnas.1210789109,Arabidopsis lateral organ boundaries negatively regulates brassinosteroid accumu,,
OA(可免费),10.1104/pp.010323,"AtREM1, a member of a new family of B3 domain-containing genes, is preferentiall",,
OA(可免费),10.1104/pp.104.055756,"Arabidopsis thickvein mutation affects vein thickness and organ vascularization,",,
OA(可免费),10.1104/pp.105.060541,Compilation of mRNA polyadenylation signals in Arabidopsis revealed a new signal,,
OA(可免费),10.1104/pp.105.065045,Protein geranylgeranyltransferase I is involved in specific aspects of abscisic,,
OA(可免费),10.1104/pp.106.076604,AINTEGUMENTA contributes to organ polarity and regulates growth of lateral organ,,
OA(可免费),10.1104/pp.106.087262,Combining expression and comparative evolutionary analysis. The COBRA gene famil,,
OA(可免费),10.1104/pp.109.1.7,Root Architecture and Plant Productivity.,,
OA(可免费),10.1104/pp.109.142505,Arabidopsis LON2 is necessary for peroxisomal function and sustained matrix prot,,
OA(可免费),10.1104/pp.112.198341,"Auxin and epigenetic regulation of SKP2B, an F-box that represses lateral root f",,
